koht	pealkiri	aasta	žanr
Apteegi tänav (Tallinn)	Voldemar Vaga	1975	Dokumentaalfilm, Portreefilm
Apteekrimägi (Valgamaa)	Vastlad	1959	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Apteekrimägi (Valgamaa)	Talispordi päevad Otepääl	1938	Kroonikafilmid 1912-1940 I pool, Filmikroonika
Aragon (Hispaania)	Kahe tule vahel	2011	Dokumentaalfilm
Ararati mägi (Türgi)	Lõbus perekond	2018	Mängufilm, Täispikk mängufilm
Ararati mägi (Türgi)	Teekond Araratile	2011	Dokumentaalfilm
Ararati mägi (Türgi)	Sõprus on palavam päikesest	1964	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Aravete (Järvamaa)	Kahe tule vahel	2011	Dokumentaalfilm
Aravete (Järvamaa)	Eesti mustakirju karja aretus	1989	Dokumentaalfilm, Tellimusfilm, Muud liigitused
Aravete (Järvamaa)	Paide rajooni Aravete kolhoosi esimees Alar Ainumäe	1986	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Aravete (Järvamaa)	Paide rajooni Aravete kolhoosi traktorist, NSV Liidu riikliku preemia laureaat Arvo Heinsaar	1985	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Aravete (Järvamaa)	Ühe päeva kohtumised	1985	Dokumentaalfilm
Aravete (Järvamaa)	Ehitaja	1983	Dokumentaalfilm, Portreefilm
Aravete (Järvamaa)	Künnimehe väsimus	1982	Dokumentaalfilm, Probleemfilm
Aravete (Järvamaa)	Sügisest kevadesse	1980	Dokumentaalfilm, Olukirjeldusfilm
Aravete (Järvamaa)	Raske sügis	1979	Tellimusfilm, Muud liigitused
Aravete (Järvamaa)	Viljakoristus Aravete kolhoosis	1975	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Ardesio (Bergamo, Itaalia)	Näeme Tšetšeenias	2015	Dokumentaalfilm, Probleemfilm
Åre (Rootsi)	Talvepuhkus	1960	Amatöörfilm, Kroonika
Åre (Rootsi)	Eesti Gümnaasium Lapimaal	1950	Amatöörfilm, Kroonika
Arensburg (Kuressaare)	Saaremaa vabastamise lahingud	1944	Filmikroonika, Kroonikafilmid 1940 II pool-1991, Muud liigitused, Võttematerjal
Arezzo (Itaalia)	Kasvamise aeg	2004	Dokumentaalfilm
Arezzo (Itaalia)	Laulab Tallinna Kammerkoor	1971	Muusikafilm, Kontsertfilm
Argentiina	Ott Tänak - The Movie	2019	Dokumentaalfilm, Portreefilm
Argentiina	Kutse	2005	Dokumentaalfilm, Portreefilm
Argentiina	Eestlased Ameerika katusel	1998	Dokumentaalfilm, Olukirjeldusfilm
Armeenia 	Lõbus perekond	2018	Mängufilm, Täispikk mängufilm
Armeenia 	Teekond Araratile	2011	Dokumentaalfilm
Armeenia 	Maa kivid	1983	Populaarteaduslik film
Armeenia 	Kokku said meri ja mägi	1977	Tellimusfilm, Muud liigitused, Muusikafilm
Armeenia 	Sõprus on palavam päikesest	1964	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Artek (Ukraina)	Tallinna pioneeride kingitus	1963	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Aruküla (Harjumaa)	Leonhard Lapin. Protsess	2020	Dokumentaalfilm, Portreefilm
Aruküla (Harjumaa)	Püha Jüri	2009	Dokumentaalfilm, Olukirjeldusfilm
Aruküla (Harjumaa)	50 Meetrit Raudteest	2008	Tudengifilm, Harjutusfilm (dokumentaalne)
Aruküla (Harjumaa)	Dog's Tale	2007	Tudengifilm, Dokumentaalfilm
Aruküla (Harjumaa)	Isamaa ilu	2001	Dokumentaalfilm
Aruküla (Harjumaa)	Kodupinnale tulek. Kalju Lepik 70	1990	Dokumentaalfilm, Portreefilm
Aruküla (Harjumaa)	ENSV Ülemnõukogu valimised Arukülas	1975	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Aruküla (Harjumaa)	Kõneleb arhitekt Voldemar Tippel	1962	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Aruküla (Harjumaa)	Maa valmistub valimisteks	1947	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Aruküla (Harjumaa)	Pesukarud Arukülas	1937	Filmikroonika, Kroonikafilmid 1912-1940 I pool
Arure (La Gomera)	Kliimapagulased	2018	Dokumentaalfilm, Portreefilm
Aserbaidžaan	Sada rahvust kutsub: 2. jagu	1984	Tellimusfilm, Muud liigitused
Aserbaidžaan	Vennasvabariikides: Vaibameistrid-kunstnikud Aserbaidžaanis	1953	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Aserbaidžaan	Vennasvabariikides. Naftatööliste saavutusi	1952	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Aseri (Ida-Virumaa)	Kitseküla	1993	Dokumentaalfilm, Olukirjeldusfilm
Aseri (Ida-Virumaa)	Peldik	1991	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Aseri (Ida-Virumaa)	Eesti NSV ehitusmaterjalitööstus	1983	Populaarteaduslik film, Õppefilm, Tellimusfilm, Muud liigitused
Aseri (Ida-Virumaa)	Aseri Keraamikatehase brigadir-põletaja U. Karon	1978	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Aseri (Ida-Virumaa)	ENSV Ametiühingute Vabatahtliku Spordiühingu Kalev ajaloost	1978	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Aseri (Ida-Virumaa)	Aseri Keraamikatehases	1966	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Aseri (Ida-Virumaa)	Aseri tellisetehases 21. kongressi eel	1958	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Aseri (Ida-Virumaa)	Korstna lammutamine	1939	Kroonikafilmid 1912-1940 I pool, Filmikroonika
Aseri (Ida-Virumaa)	Valitsuse liikmete ja majandustegelaste tutvumisreis Virumaa tööstuskeskustes	1937	Filmikroonika, Kroonikafilmid 1912-1940 I pool
Asiago (Itaalia)	Imet püüdmas	1996	Dokumentaalfilm, Portreefilm
Asino (Tomski oblast, Venemaa)	Ka Siber on olnud mu kodumaa	1990	Dokumentaalfilm
Askvägen (Uppsala, Rootsi)	Helga ja Enn Nõu ühine sünnipäevapidu 21.09.1991	1991	Amatöörfilm, Kroonika
Askvägen (Uppsala, Rootsi)	Laine 30. sünnipäev Askvägenil 1990	1990	Amatöörfilm, Kroonika
Askvägen (Uppsala, Rootsi)	Liia ja Keith Rissen ning Kärt Hellerma Askvägenil 1990	1990	Amatöörfilm, Kroonika
Askvägen (Uppsala, Rootsi)	Heino ja Emily kihluspidu Askvägenil 1989	1989	Amatöörfilm, Kroonika
Askvägen (Uppsala, Rootsi)	Naima ja Benno Askvägenil 1989	1989	Amatöörfilm, Kroonika
Askvägen (Uppsala, Rootsi)	Perekond Ehin, Kalle Muuli ja Malle Aleksius Askvägenil 30.12.1989	1989	Amatöörfilm, Kroonika
Askvägen (Uppsala, Rootsi)	Reet Kudu ja Vladimir Gestkoff Askvägenil 1989	1989	Amatöörfilm, Kroonika
Askvägen (Uppsala, Rootsi)	Eesti Kirjanike Kooperatiivi aastakoosolek Askvägenil 1988	1988	Amatöörfilm, Kroonika
Askvägen (Uppsala, Rootsi)	Ilona Laaman ja Aksel Tamm Askvägenil 23.10.1988	1988	Amatöörfilm, Kroonika
Askvägen (Uppsala, Rootsi)	Raimond ja Aave Kaugver Askvägenil 1988	1988	Amatöörfilm, Kroonika
Asplången (järv Rootsis)	Göta kanal	1971	Amatöörfilm, Kroonika
Assamalla (Lääne-Virumaa)	Rakke Keskkooli lõpetajad - tööle sovhoosi	1961	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Assamalla (Rakvere rajoon)	Assamalla sovhoosis	1959	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Astorga (Hispaania)	Camino	2011	Dokumentaalfilm
Astrahan (Venemaa)	Valge tee	2003	Dokumentaalfilm, Probleemfilm
Astrahan (Venemaa)	Passioon	1978	Dokumentaalfilm, Portreefilm
Asula tn (Tallinn)	Peaarhitektid	1999	Dokumentaalfilm
Ašhabad (Turkmeenia)	Rändaja	1986	Dokumentaalfilm, Portreefilm
Ateena (Kreeka)	Vaikuse kutse	2015	Dokumentaalfilm
Ateena (Kreeka)	Kas parimast piisab?	2005	Dokumentaalfilm, Probleemfilm
Atlandi ookean	Ahto. Unistuste jaht	2018	Dokumentaalfilm
Atlandi ookean	Enam kui elu	2018	Dokumentaalfilm, Portreefilm
Atlandi ookean	Läbilõikamine	2016	Dokumentaalfilm
Atlandi ookean	Põgenemine	1991	Dokumentaalfilm
Atlandi ookean	Perekond 48	1978	Amatöörfilm, Kroonika
Atlandi ookean	Lissabon, Pariis, Strasbourg	1975	Amatöörfilm, Kroonika
Atlandi ookean	Uniafrica	1974	Dokumentaalfilm
Atlandi ookean	Juhan Smuul	1972	Dokumentaalfilm
Atlandi ookean	Kongressist kongressini	1966	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Atlandi ookean	Reis ümber maailma 1966	1966	Amatöörfilm, Kroonika
Auckland (Uus-Meremaa)	Reis ümber maailma 1965	1965	Amatöörfilm, Kroonika
Audevälja küla (Harjumaa)	Jalgratturid ja liiklus	1965	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Audru (Pärnumaa)	91 kilomeetrit. Eestimaa Kroonika 2009	2010	Dokumentaalfilm, Olukirjeldusfilm
Audru (Pärnumaa)	Ada Lundver	2005	Tudengifilm, Dokumentaalfilm
Audru (Pärnumaa)	Sõpruspidu: Ukraina NSV kultuuripäevadest Eesti NSV-s	1974	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Audru (Pärnumaa)	Maaparandaja	1973	Dokumentaalfilm
Audru (Pärnumaa)	Nõukogude Eesti	1972	Dokumentaalfilm
Audru (Pärnumaa)	Ratsavõistlused	1968	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Audru (Pärnumaa)	Audru sovhoosis	1965	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Audru (Pärnumaa)	Söödavarumine Audru sovhoosis	1960	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Audru (Pärnumaa)	Lühidalt kõigest	1957	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Audru polder (Pärnumaa)	Maaparandaja	1973	Dokumentaalfilm
Audru polder (Pärnumaa)	Nõukogude Eesti	1972	Dokumentaalfilm
Augsburg (Saksamaa)	Eesti pagulaste laulupidu Saksamaal	1947	Amatöörfilm, Kroonika
Auküla (Haljala, Lääne-Virumaa)	Heinz Valk	2014	Dokumentaalfilm, Portreefilm
Aura jõgi (Soome)	Perekond 31	1972	Amatöörfilm, Kroonika
Austin, TX (Ameerika Ühendriigid)	Õnn on teekond	2021	Dokumentaalfilm
Austraalia	Sõelaga vett. Merle Karusoo	2021	Dokumentaalfilm, Portreefilm
Austraalia	Ott Tänak - The Movie	2019	Dokumentaalfilm, Portreefilm
Austraalia	Ahto. Unistuste jaht	2018	Dokumentaalfilm
Austraalia	Sõda	2017	Dokumentaalfilm
Austraalia	Austraalia eestlased 1. film, I jagu	1995-1996	Amatöörfilm, Kroonika
Austraalia	Austraalia eestlased 1. film, II jagu	1995-1996	Amatöörfilm, Kroonika
Austraalia	Austraalia eestlased 10. film	1995-1996	Amatöörfilm, Kroonika
Austraalia	Austraalia eestlased 11. film	1995-1996	Amatöörfilm, Kroonika
Austraalia	Austraalia eestlased 2. film	1995-1996	Amatöörfilm, Kroonika
Austraalia	Austraalia eestlased 3. film, I jagu	1995-1996	Amatöörfilm, Kroonika
Austria	Mephistopheles	2020	Dokumentaalfilm, Portreefilm
Austria	Reis Luganosse ja Sankt Moritzisse		 Amatöörfilm, Kroonika | Režissöör: 
Auvere (Ida-Virumaa)	Küte	2021	Dokumentaalfilm, Muud liigitused, Eksperimentaalfilm
Avatša vulkaan (Venemaa)	Geisrite ja vulkaanide maal	1961	Tellimusfilm, Dokumentaalfilm, Loodusfilm, Muud liigitused
Avatša vulkaan (Venemaa)	Geisrite ja vulkaanide maal	1961	Dokumentaalfilm, Loodusfilm, Muud liigitused, Tellimusfilm
Avinurme (Ida-Virumaa)	Ehituskunstnik Toomas Rein	2010	Dokumentaalfilm, Portreefilm
Avinurme (Ida-Virumaa)	Eesti Laskurkorpuse 27. polgu kunagistel lahinguteedel	1984	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Avinurme (Ida-Virumaa)	Kohtla-Järve rajooni koolinoorte kutsevõistlused Avinurmes	1984	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Avinurme (Ida-Virumaa)	Rahvakunstimeistrid	1979	Dokumentaalfilm
Avinurme (Ida-Virumaa)	Avinurme puunõumeistrid	1972	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Avinurme (Ida-Virumaa)	Rikas anne	1971	Dokumentaalfilm
Avinurme (Ida-Virumaa)	Avinurme puunõud	1963	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Avinurme (Ida-Virumaa)	ENSV Ülemnõukogu saadikukandidaat Johannes Semper	1963	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Avinurme (Ida-Virumaa)	Riigimetsa korraldamine	1937	Dokumentaalfilm, Tellimusfilm, Muud liigitused
Avinurme (Ida-Virumaa)	Puutöömeistrid Avinurmes	1936	Kroonikafilmid 1912-1940 I pool, Filmikroonika
Axim (Ghana)	Uniafrica	1974	Dokumentaalfilm
Bad Gastein (Austria)	Reis Luganosse ja Sankt Moritzisse		 Amatöörfilm, Kroonika | Režissöör: 
Baden-Baden (Saksamaa)	Saksamaa reis		 Amatöörfilm, Kroonika | Režissöör: 
Baggensstäket (kanal Rootsis)	Tuttavad 7	1977	Amatöörfilm, Kroonika
Baieri (Saksamaa)	Montreali Vikerlased ja Toronto Virulased		 Amatöörfilm | Režissöör: Harri Kivilo
Baieri (Saksamaa)	Saksamaa ja Prantsusmaa reis		 Amatöörfilm, Kroonika | Režissöör: 
Baieri (Saksamaa)	Saksamaa reis		 Amatöörfilm, Kroonika | Režissöör: 
Baikali järv	Suur jõgi, 1: Retk Leena lättele	2010	Dokumentaalfilm, Loodusfilm
Baikali järv	Eesti NSV kunstidekaad Vene NFSV-s	1966	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Baikali mäeahelik	Suur jõgi, 1: Retk Leena lättele	2010	Dokumentaalfilm, Loodusfilm
Baksani org (Venemaa)	Lumeleopard	1999	Dokumentaalfilm, Portreefilm
Baksani org (Venemaa)	Nelikümmend aastat hiljem	1998	Dokumentaalfilm
Baksani org (Venemaa)	Vahemäng juulis	1982	Dokumentaalfilm, Muusikadokumentaal
Bakuriani (Gruusia)	Lumest lumeni	1984	Dokumentaalfilm
Bakuu (Aserbaidžaan)	Sada rahvust kutsub: 2. jagu	1984	Tellimusfilm, Muud liigitused
Balti meri	Läänemeri	1972	Populaarteaduslik film, Õppefilm
Balti meri	Tulevased meremehed	1951	Dokumentaalfilm
Balti meri	Nemad puhastavad Balti veed	1945	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Balti meri	Balti mere saarte kaitsmine	1941	Dokumentaalfilm
Balti riikide pealinnad linnulennult	Balti tee	1989	Dokumentaalfilm
Baltimaad	Balti küsimus	1990	Dokumentaalfilm
Baltimaad	Merevaigumaa Baltikum	1985	Dokumentaalfilm, Tellimusfilm, Muud liigitused
Baltimaad	Näitus "Balti mööbel"	1971	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Baltimore (Ameerika Ühendriigid) 	Mängija	2008	Dokumentaalfilm, Portreefilm
Baltimore (Ameerika Ühendriigid) 	Väliseesti	2001	Tudengifilm, Dokumentaalfilm
Baltimore (Ameerika Ühendriigid) 	Vaba mees Priit Vesilind	2000	Dokumentaalfilm, Portreefilm
Baltimore (Ameerika Ühendriigid) 	Esto 1976	1977	Amatöörfilm, Kroonika
Bangalore (India)	India - teel tippu	2016	Dokumentaalfilm
Bangkok (Tai)	Maailma vabaduse päev	1981	Amatöörfilm, Kroonika
Bangkok (Tai)	Reis ümber maailma 1970	1970	Amatöörfilm, Kroonika
Bangkok (Tai)	Reis ümber maailma 1966	1966	Amatöörfilm, Kroonika
Bangkok (Tai)	Reis ümber maailma 1965	1965	Amatöörfilm, Kroonika
Bangkukuk Taiki (Nicaragua)	Läbilõikamine	2016	Dokumentaalfilm
Baranowo (Poola)	Ott Tänak - The Movie	2019	Dokumentaalfilm, Portreefilm
Barcelona (Hispaania)	Alberti leiutamine	2017	Dokumentaalfilm, Portreefilm
Barcelona (Hispaania)	Teel Euroopasse	1995	Dokumentaalfilm
Barossa org (Austraalia)	Austraalia eestlased 9. film	1995-1996	Amatöörfilm, Kroonika
Basel (Šveits)	Baseli loomaaed	1961	Amatöörfilm
Bastia (Prantsusmaa)	Ott Tänak - The Movie	2019	Portreefilm, Dokumentaalfilm
Bastia (Prantsusmaa)	Ott Tänak - The Movie	2019	Dokumentaalfilm, Portreefilm
Bastioni aed (Tallinn)	Tallinna karneval	1986	Muusikafilm, Kontsertfilm
Baškortostani Vabariik (Venemaa)	Gurt vös - külapalvus	2019	Dokumentaalfilm, Antropoloogiafilm
Baškortostani Vabariik (Venemaa)	Mör vös: ühispalvus	2019	Dokumentaalfilm, Antropoloogiafilm
Baškortostani Vabariik (Venemaa)	Tol mör vös - talvine ühispalvus	2019	Dokumentaalfilm, Antropoloogiafilm
Batumi (Gruusia)	Pingul keel	1987	Muusikafilm
Batumi (Gruusia)	Tere, Gruusia!	1971	Dokumentaalfilm, Olukirjeldusfilm
Beaver (Pennsylvania, USA)	Vaba mees Priit Vesilind	2000	Dokumentaalfilm, Portreefilm
Beirut (Liibanon)	Hea karjane	2018	Mängufilm, Lühimängufilm
Belgia	Erna on sõjas	2020	Mängufilm, Täispikk mängufilm
Belgia	Roosenberg	2017	Tudengifilm, Dokumentaalfilm
Belgia	Söö magusat	2009	Tudengifilm, Dokumentaalfilm
Belgorod (Venemaa)	Rahvalaulu autor	1981	Dokumentaalfilm
Belovežje ürgmetsa residents (Valgevene)	Šuša	2016	Dokumentaalfilm, Portreefilm
Belovodsk (Ukraina)	Koos, aga eraldi	2016	Dokumentaalfilm, Probleemfilm
Bergamo (Itaalia)	Näeme Tšetšeenias	2015	Dokumentaalfilm, Probleemfilm
Bergen (Norra)	Montreali Vikerlased ja skautide laagrid	1970	Amatöörfilm
Bergen (Norra)	Norra fjordides	1960	Amatöörfilm, Kroonika
Bergen (Norra)	Montreali Vikerlased ja Toronto Virulased		 Amatöörfilm | Režissöör: Harri Kivilo
Beringi meri	Geisrite ja vulkaanide maal	1961	Dokumentaalfilm, Loodusfilm, Muud liigitused, Tellimusfilm
Berliin (Saksamaa)	Matz	2021	Dokumentaalfilm, Portreefilm
Berliin (Saksamaa)	Ankeet	2020	Dokumentaalfilm
Berliin (Saksamaa)	Noored piiril	2019	Dokumentaalfilm
Berliin (Saksamaa)	Love Express	2018	Dokumentaalfilm, Portreefilm
Berliin (Saksamaa)	Pets ja Berliin	2018	Dokumentaalfilm, Portreefilm
Berliin (Saksamaa)	Polaarpoiss	2016	Mängufilm, Täispikk mängufilm
Berliin (Saksamaa)	Täna mängime sõda	2016	Dokumentaalfilm
Berliin (Saksamaa)	Arvo Pärt - Isegi kui ma kõik kaotan	2015	Dokumentaalfilm, Portreefilm, Muusikadokumentaal
Berliin (Saksamaa)	Palusalu	2009	Dokumentaalfilm, Portreefilm
Berliin (Saksamaa)	Aja meistrid	2008	Dokumentaalfilm, Portreefilm, Animafilm, Nukufilm
Bern (Šveits)	Eestlane paguluses	1948	Amatöörfilm, Kroonika
Bern (Šveits)	Reisifilm - Bern		 Amatöörfilm, Kroonika | Režissöör: 
Beslan (Venemaa)	Lobotoomia	2010	Dokumentaalfilm, Probleemfilm
Bila Tserkva (Ukraina)	Sport. Üleliiduline velotuur	1962	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Billund (Taani)	Perekond 40	1975	Amatöörfilm, Kroonika
Birjulka (Ida-Siber, Venemaa)	Suur jõgi, 1: Retk Leena lättele	2010	Dokumentaalfilm, Loodusfilm
Birka (Rootsi)	Perekond 30	1972	Amatöörfilm, Kroonika
Birmingham (Suurbritannia)	Ott Tänak - The Movie	2019	Dokumentaalfilm, Portreefilm
Birtavarre/Kåfjordbotn (Norra)	Viimased	2020	Mängufilm, Täispikk mängufilm
Biskaia laht	Uniafrica	1974	Dokumentaalfilm
Biskopsön saar (Rootsi)	Perekond 50	1984	Amatöörfilm, Kroonika
Biskopsön saar (Rootsi)	Perekond 49	1979	Amatöörfilm, Kroonika
Biskopsön saar (Rootsi)	Tuttavad 7	1977	Amatöörfilm, Kroonika
Biskopsön saar (Rootsi)	Perekond 42	1975	Amatöörfilm, Kroonika
Björkliden (Rootsi)	Eesti Gümnaasium Lapimaal	1950	Amatöörfilm, Kroonika
Björkö (saar Rootsis)	Metroo sügispäevad „Kunglas“ Björköl 11.-12.09.1982	1982	Kroonika, Amatöörfilm
Björkö (saar Rootsis)	Perekond 30	1972	Kroonika, Amatöörfilm
Blomberg-Lippe (Saksamaa)	Eestlane paguluses	1948	Amatöörfilm, Kroonika
Bloomington (Indiana)	Keelepäästja	2020	Dokumentaalfilm, Portreefilm, Antropoloogiafilm
Bodeni järv (ka Constance'i järv, Kesk-Euroopa)	Saksamaa		 Amatöörfilm, Kroonika | Režissöör: 
Bogot<U+00E1> (Colombia)	Üht kaotust igavesti kandsin	2020	Dokumentaalfilm
Bogot<U+00E1> (Colombia)	Roots - sada aastat sõda ja muusikat	2011	Dokumentaalfilm, Portreefilm
Bohuslän (Rootsi)	Jaan Manitski tagasitulek	2009	Dokumentaalfilm, Portreefilm
Bohuslän (Rootsi)	Perekond 43	1976	Amatöörfilm, Kroonika
Bohuslän (Rootsi)	Perekond 32	1973	Amatöörfilm, Kroonika
Bologna (Itaalia)	Kasvamise aeg	2004	Dokumentaalfilm
Bolotene (Ukraina)	Koos, aga eraldi	2016	Dokumentaalfilm, Probleemfilm
Bonegilla (Austraalia)	Austraalia eestlased 2. film	1995-1996	Amatöörfilm, Kroonika
Borås (Rootsi)	Jaan Manitski tagasitulek	2009	Dokumentaalfilm, Portreefilm
Borås (Rootsi)	Göta kanal	1971	Amatöörfilm, Kroonika
Bordeaux (Prantsusmaa)	Mephistopheles	2020	Dokumentaalfilm, Portreefilm
Boren (järv Rootsis)	Göta kanal	1971	Amatöörfilm, Kroonika
Boris Vilde tänav (Pariis)	Olen valmis, ma lähen…	1967	Dokumentaalfilm
Bostalsee (Saksamaa)	Ott Tänak - The Movie	2019	Dokumentaalfilm, Portreefilm
Boston (USA)	Shrinersi paraadid Hartfordis ja Bostonis, Springfieldi Kolledži lõpetamine	1950	Amatöörfilm, Kroonika
Boston (USA)	Puhkusereis Greenfieldi ja Bostoni vaated	1938	Amatöörfilm, Kroonika
Boston (USA)	Shrinersi paraadid Hartfordis ja Bostonis, Springfieldi Kolledži lõpetamine	1950	Kroonika, Amatöörfilm
Boston (USA)	Puhkusereis Greenfieldi ja Bostoni vaated	1938	Kroonika, Amatöörfilm
Bostoni ümbrus (USA)	Huvimatk Bostoni eestlaste keskel	1939	Amatöörfilm, Kroonika
Bosön (Rootsi)	Ernst Idla naisvõimlejad treeninglaagris Bosönis	1949	Amatöörfilm, Kroonika
Bosön (Rootsi)	Uus suund võimlemises	1949	Amatöörfilm, Kroonika
Botnia laht	Muutuv Läänemeri	2010	Muud liigitused, Tellimusfilm
Botnia laht	Perekond 33	1973	Amatöörfilm, Kroonika
Botnia laht	Läänemeri	1972	Populaarteaduslik film, Õppefilm
Brasiilia	Rio konverents 1975 - World Anti-Communist League	1975	Amatöörfilm, Kroonika
Bratsk (Venemaa)	Eesti NSV kunstidekaad Vene NFSV-s	1966	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Bredsand (Rootsi)	Perekond 33	1973	Amatöörfilm, Kroonika
Bregenz (Austria)	Henrik Visnapuu üheteistkümnes kiri	2009	Dokumentaalfilm, Portreefilm
Brest (Valgevene)	Täna mängime sõda	2016	Dokumentaalfilm
Brest (Valgevene)	Suure Isamaasõja algus	1942	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Brest-Litovsk (Valgevene)	Hitler & Stalin 1939	1989	Dokumentaalfilm
Brighton (Suurbritannia)	Love Express	2018	Dokumentaalfilm, Portreefilm
Brisbane (Austraalia)	Austraalia eestlased 1. film, I jagu	1995-1996	Amatöörfilm, Kroonika
Brisbane (Austraalia)	Austraalia eestlased 2. film	1995-1996	Amatöörfilm, Kroonika
Bristol (Suurbritanna)	Keha võitlus	2020	Dokumentaalfilm, Probleemfilm
Brno (Tšehhi)	Jaak ja Maire	1987	Dokumentaalfilm
Bromma (Rootsi)	Jaan Manitski tagasitulek	2009	Dokumentaalfilm, Portreefilm
Bromma (Rootsi)	Tuttavad 3	1973	Amatöörfilm, Kroonika
Bromma (Rootsi)	Tuttavad 1	1971	Amatöörfilm, Kroonika
Brüssel (Belgia)	Riigireetur	2009	Dokumentaalfilm, Portreefilm
Brüssel (Belgia)	Söö magusat	2009	Tudengifilm, Dokumentaalfilm
Brüssel (Belgia)	Armastuse poeem	1998	Dokumentaalfilm, Portreefilm
Brüssel (Belgia)	Teel Euroopasse	1995	Dokumentaalfilm
Brüssel (Belgia)	ENSV väljapanekud Brüsseli kevadmessil	1980	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Bryggen (Bergeni linnaosa, Norra)	Norra fjordides	1960	Amatöörfilm, Kroonika
Budapest (Ungari)	Armastuse poeem	1998	Dokumentaalfilm, Portreefilm
Budapest (Ungari)	Sõprade juures	1981	Dokumentaalfilm, Olukirjeldusfilm
Budapest (Ungari)	Duell	1975	Dokumentaalfilm, Olukirjeldusfilm
Budapest (Ungari)	Pustast, Balatonist ja paljust muust...	1967	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Budapest (Ungari)	Eesti kunstinäitus Budapestis	1939	Kroonikafilmid 1912-1940 I pool, Filmikroonika
Bulgaaria 	Inimese jälg	1983	Dokumentaalfilm, Portreefilm
Bulgaaria 	"Ellerhein" Bulgaarias	1970	Dokumentaalfilm
Burano (Itaalia)	Sõpruslinnas Veneetsias	1982	Dokumentaalfilm, Olukirjeldusfilm
Buraševo (Venemaa)	Tants vanakuradi vanaemaga	2015	Dokumentaalfilm
Buraševo (Venemaa)	Riigivanem II	1991	Dokumentaalfilm
Burjaatia Vabariik (Venemaa)	Heakskiit	2017	Dokumentaalfilm
Burjaatia Vabariik (Venemaa)	Must alpinist	2015	Mängufilm, Täispikk mängufilm
Burjaatia Vabariik (Venemaa)	BAM - 520 km	1980	Dokumentaalfilm, Olukirjeldusfilm
Burna küla (Stavropoli krai, Venemaa)	Mesipuu poole	2015	Dokumentaalfilm
Busan (Lõuna-Korea)	Reis ümber maailma 1966	1966	Amatöörfilm, Kroonika
Bushnelli park (Hartford, USA)	Shrinersi paraadid Hartfordis ja Bostonis, Springfieldi Kolledži lõpetamine	1950	Amatöörfilm, Kroonika
Bushnelli park (Hartford, USA)	Maailmanäitus New Yorgis ja Shrinersi paraad Hartfordis	1948	Amatöörfilm, Kroonika
Bushnelli park (Hartford, USA)	Sõjaveteranide paraad, Shrinersi paraad, Mount Washington ja Multnomah Falls	1935	Amatöörfilm, Kroonika
Bushnelli park (Hartford, USA)	Pööripäevamägi		 Amatöörfilm, Kroonika | Režissöör: 
Börsikäik (Tallinn)	Iidne, kuid püsiv	1980	Amatöörfilm
